CustomerID,Recency,Frequency,Monetary,AvgTransactionAmount,AccountBalance,Age,Gender,Gender_Male,Cluster
C100030,270,2,1822.41,911.205,14152.67,20.7,Male,1,1
C100031,123,4,8255.68,2063.92,51367.71,46.7,Unknown,0,1
C100032,13,11,27644.03,2513.0936363636365,27810.1,46.7,Female,0,1
C100033,68,4,13336.22,3334.0550000000003,54600.09,40.7,Female,0,1
C100034,261,1,697.01,697.01,13763.64,34.4,Unknown,0,1
C100035,109,6,6925.27,1154.2116666666668,47693.35,32.1,Male,1,1
C100036,60,8,12086.18,1510.7725,119884.19,66.9,Unknown,0,1
C100037,4,14,163565.76,11683.268571428573,33340.33,30.3,Female,0,0
C100038,6,10,38765.02,3876.502,38387.92,22.9,Male,1,1
C100039,7,8,57380.84,7172.605,269975.33,49.0,Female,0,0
C100040,289,4,4468.17,1117.0425,22609.54,29.8,Male,1,1
C100041,21,9,17964.95,1996.105555555556,22606.16,42.0,Male,1,1
C100042,104,8,12835.05,1604.38125,41014.43,55.6,Male,1,1
C100043,31,4,5734.42,1433.605,3931.81,68.6,Female,0,1
C100044,114,10,39657.38,3965.738,43950.32,61.9,Male,1,1
C100045,77,8,147835.7,18479.4625,50615.7,40.7,Male,1,0
C100046,12,9,8674.11,963.79,4232.4,38.6,Female,0,1
C100047,53,13,299204.8299999997,23015.75615384613,22419.5,58.0,Female,0,0
C100048,244,4,1557.81,389.4525,13288.01,21.2,Male,1,1
C100049,17,9,19527.88,2169.764444444444,26295.53,21.6,Female,0,1
C100050,3,6,21025.4,3504.2333333333336,3008.14,43.5,Male,1,1
C100051,7,15,103270.04,6884.669333333333,169367.84,48.4,Male,1,0
C100052,30,9,26605.45,2956.161111111111,54071.44,40.7,Female,0,1
C100053,212,2,2629.32,1314.66,22837.27,54.1,Female,0,1
C100054,37,7,6123.72,874.8171428571429,2705.1700000000005,40.7,Female,0,1
C100055,11,11,289667.52999999974,26333.411818181798,39750.83,23.4,Male,1,0
C100056,48,8,19501.88,2437.735,116022.67,50.9,Male,1,1
C100057,33,17,84338.86,4961.109411764706,108663.77,25.5,Male,1,0
C100058,18,8,20590.86,2573.8575,47693.35,48.3,Male,1,1
C100059,201,2,2871.04,1435.52,1737.55,69.4,Female,0,1
C100060,82,6,7219.94,1203.3233333333335,4623.6,22.8,Male,1,1
C100061,20,8,302175.58999999973,37771.94874999997,13029.33,40.4,Male,1,0
C100062,10,5,4495.56,899.1119999999999,6698.94,48.4,Male,1,1
C100063,21,7,13833.11,1976.158571428572,67715.0,23.4,Female,0,1
C100064,40,4,2163.8,540.95,47693.35,43.2,Male,1,1
C100065,9,23,465026.3599999997,20218.537391304333,55990.05,23.4,Male,1,0
C100066,275,1,763.62,763.62,54535.14,32.1,Female,0,1
C100067,4,6,18948.24,3158.0399999999995,36368.89,40.7,Unknown,0,1
C100068,79,7,23470.64,3352.9485714285715,51367.71,20.9,Unknown,0,1
C100069,5,3,4140.91,1380.3033333333333,884.62,55.0,Male,1,1
C100070,81,7,14535.1,2076.442857142857,29489.38,29.7,Female,0,1
C100071,18,8,17674.22,2209.2775,7466.77,23.1,Male,1,1
C100072,145,3,6133.34,2044.4466666666667,13636.68,37.0,Female,0,1
C100073,220,3,2073.78,691.2599999999999,3393.42,26.7,Unknown,0,1
C100074,8,5,21685.03,4337.005999999999,138675.48,40.7,Female,0,1
C100075,93,7,5047.73,721.1042857142857,13759.87,23.3,Female,0,1
C100076,35,9,19786.41,2198.49,12298.94,23.0,Female,0,1
C100077,62,6,11883.14,1980.5233333333333,28809.7,34.5,Female,0,1
C100078,67,10,24794.25,2479.425,51575.85,61.0,Female,0,1
C100079,15,12,73260.88,6105.073333333334,80811.92,19.9,Male,1,1
C100080,23,13,91744.88,7057.298461538462,772078.4600000001,26.2,Male,1,0
C100081,257,3,4476.99,1492.33,8629.03,36.9,Male,1,1
C100082,36,7,4615.63,659.3757142857143,3621.26,40.7,Unknown,0,1
C100083,11,13,24879.63,1913.8176923076924,7606.809999999999,40.7,Female,0,1
C100084,134,1,1186.6,1186.6,47693.35,22.7,Male,1,1
C100085,71,7,289587.5399999997,41369.64857142853,36223.4,40.7,Male,1,0
C100086,47,5,2666.01,533.202,11228.91,36.7,Unknown,0,1
C100087,101,8,14747.68,1843.46,47693.35,28.0,Male,1,1
C100088,124,2,1970.0,985.0,1631.44,40.7,Female,0,1
C100089,53,9,301184.46999999974,33464.94111111108,47693.35,39.3,Male,1,0
C100090,133,4,5041.22,1260.305,17694.21,51.1,Male,1,1
C100091,8,8,27377.67,3422.20875,138944.05,29.5,Female,0,1
C100092,114,11,49954.86,4541.350909090909,47693.35,24.0,Male,1,1
C100093,5,13,112933.86,8687.22,157865.54,58.7,Female,0,0
C100094,4,19,125028.24,6580.433684210526,50521.45,43.3,Female,0,0
C100095,8,8,15893.86,1986.7325,52253.95,43.6,Female,0,1
C100096,152,6,13927.78,2321.2966666666666,76980.73,62.9,Male,1,1
C100097,123,7,4189.76,598.5371428571428,6498.69,33.3,Female,0,1
C100099,28,3,1311.41,437.1366666666666,5650.19,65.2,Female,0,1
C100100,158,4,1264.89,316.2225,21883.94,40.3,Female,0,1
C100101,6,7,4046.35,578.05,10568.41,46.0,Male,1,1
C100102,64,5,3021.9700000000003,604.394,15311.0,43.0,Male,1,1
C100103,6,9,19705.54,2189.5044444444447,51367.71,33.4,Unknown,0,1
C100104,15,3,1145.63,381.8766666666667,20769.58,37.3,Female,0,1
C100105,11,10,179939.73,17993.973,21507.37,28.7,Female,0,0
C100106,78,8,19088.85,2386.10625,60836.59,40.7,Male,1,1
C100107,211,3,3639.66,1213.22,47693.35,42.0,Male,1,1
C100108,187,6,11555.16,1925.86,53397.38,49.5,Male,1,1
C100109,11,8,18993.3,2374.1625,83476.96,40.7,Male,1,1
C100110,179,6,17308.25,2884.708333333333,188084.65,20.1,Unknown,0,1
C100111,50,8,20240.98,2530.1225,31428.6,63.4,Female,0,1
C100112,12,11,11515.65,1046.8772727272726,51367.70999999999,40.4,Unknown,0,1
C100114,27,5,6822.88,1364.576,52253.95,46.8,Female,0,1
C100115,66,5,4225.58,845.116,11109.49,31.4,Male,1,1
C100116,2,17,115523.73,6795.5135294117645,220401.55,63.8,Female,0,0
C100117,270,2,51222.9,25611.45,29662.35,47.3,Male,1,1
C100118,89,2,5179.6,2589.8,51367.71,31.2,Unknown,0,1
C100119,61,4,4919.47,1229.8675,52253.95,62.4,Female,0,1
C100121,23,6,11874.72,1979.12,51367.71,40.7,Unknown,0,1
C100122,360,2,1470.8,735.4,15789.94,26.8,Male,1,1
C100123,2,9,5618.01,624.2233333333334,24576.12,27.8,Male,1,1
C100124,61,3,1616.07,538.6899999999999,2357.17,64.6,Male,1,1
C100125,35,5,3038.21,607.642,17605.36,61.9,Male,1,1
C100126,19,9,16588.93,1843.2144444444448,17927.78,31.899999999999995,Unknown,0,1
C100127,39,8,18016.85,2252.10625,47693.35,67.3,Male,1,1
C100128,260,1,881.75,881.75,6319.58,51.4,Male,1,1
C100129,27,4,4749.62,1187.405,39437.66,59.9,Male,1,1
C100130,52,4,4082.47,1020.6175,7572.86,47.4,Female,0,1
C100131,86,11,67893.68000000001,6172.152727272728,114687.04,21.9,Female,0,1
C100132,4,4,3503.35,875.8375,51367.71,40.7,Unknown,0,1
C100133,167,5,9200.68,1840.136,52253.95,44.4,Female,0,1
C100134,16,9,4789.2300000000005,532.1366666666668,12808.18,65.2,Male,1,1
C100135,19,8,22290.1,2786.2625,52253.95,47.5,Female,0,1
C100136,33,19,140882.75,7414.881578947368,51367.71,21.9,Unknown,0,0
C100137,355,1,728.89,728.89,35410.51,40.7,Female,0,1
C100138,234,4,5395.66,1348.915,13258.49,52.0,Female,0,1
C100139,14,9,24939.82,2771.091111111111,34813.1,33.9,Male,1,1
C100140,14,19,88459.19,4655.746842105264,699519.01,60.0,Unknown,0,0
C100141,15,11,126632.02,11512.001818181818,160886.94,37.7,Unknown,0,0
C100142,75,8,16016.77,2002.09625,52253.95,26.9,Female,0,1
C100143,14,15,122375.56,8158.370666666667,241385.44,42.9,Male,1,0
C100144,26,6,15809.11,2634.851666666667,63913.1,28.5,Female,0,1
C100145,136,7,17314.08,2473.44,51367.71,40.7,Unknown,0,1
C100146,91,8,27835.02,3479.3775,113306.25,47.7,Male,1,1
C100147,77,9,66712.64,7412.515555555556,34392.46,27.3,Male,1,1
C100148,38,11,70472.15,6406.559090909091,52253.95,44.3,Female,0,1
C100149,14,10,45568.51,4556.851000000001,31910.38,19.7,Female,0,1
C100150,127,12,26759.34,2229.945,80031.58,22.899999999999995,Female,0,1
C100151,2,14,127831.6,9130.82857142857,83391.84,69.2,Male,1,0
C100152,25,5,6166.52,1233.304,4579.54,22.5,Unknown,0,1
C100153,42,20,170640.83000000002,8532.041500000001,379373.89,41.9,Female,0,0
C100154,251,2,2837.3900000000003,1418.6950000000002,20227.6,40.7,Female,0,1
C100155,44,11,535268.99,48660.81727272727,47693.35,40.7,Male,1,0
C100156,263,3,719.85,239.95,23214.84,32.3,Male,1,1
C100157,28,6,6683.18,1113.8633333333337,47693.35,60.20000000000001,Male,1,1
C100158,268,1,1240.3,1240.3,2998.95,45.5,Female,0,1
C100159,11,5,13322.88,2664.576,37413.5,26.9,Male,1,1
C100160,211,3,1978.67,659.5566666666667,4045.62,36.9,Male,1,1
C100161,36,12,23519.4,1959.95,68566.76,25.100000000000005,Male,1,1
C100162,49,13,34304.04,2638.7723076923075,42810.3,26.800000000000004,Male,1,1
C100163,83,12,9195.51,766.2925,3126.03,53.9,Male,1,1
C100164,9,9,290034.8899999997,32226.098888888857,20966.32,26.6,Female,0,0
C100165,7,3,3090.33,1030.11,5165.05,19.5,Male,1,1
C100166,61,6,3823.32,637.2199999999999,8813.64,38.2,Male,1,1
C100167,17,5,14991.85,2998.37,11248.7,34.6,Female,0,1
C100168,234,1,249.71,249.71,7540.9,53.9,Female,0,1
C100169,8,11,104278.18,9479.834545454543,346738.24,33.5,Unknown,0,0
C100170,77,4,11859.98,2964.9950000000003,36174.63,37.8,Male,1,1
C100172,2,10,40830.16,4083.016,180835.83,32.5,Unknown,0,1
C100173,24,13,91463.66,7035.666153846154,28296.42,20.800000000000004,Female,0,1
C100174,25,15,93651.29,6243.419333333334,97279.18,51.9,Male,1,0
C100175,68,6,15269.66,2544.943333333333,66674.74,26.8,Unknown,0,1
C100176,4,6,16351.83,2725.305,26967.930000000004,20.9,Male,1,1
C100177,14,15,77215.48,5147.698666666666,208320.55,40.7,Unknown,0,0
C100178,78,7,28811.36,4115.908571428571,18046.45,28.4,Female,0,1
C100179,81,5,3648.81,729.762,4962.98,30.8,Female,0,1
C100180,229,3,2993.66,997.8866666666668,19984.97,31.100000000000005,Female,0,1
C100181,7,12,24981.79,2081.8158333333336,46982.71,40.7,Male,1,1
C100182,61,4,7631.52,1907.88,52253.95,27.2,Female,0,1
C100183,10,7,8010.49,1144.3557142857142,17926.98,34.6,Female,0,1
C100184,65,9,6948.67,772.0744444444445,45597.09,36.0,Female,0,1
C100185,11,14,73716.48,5265.462857142857,119141.05999999998,33.9,Female,0,0
C100186,280,2,1195.37,597.685,25324.25,40.7,Female,0,1
C100187,46,4,4008.14,1002.035,2316.41,40.7,Male,1,1
C100188,38,6,11581.81,1930.301666666667,34870.27,42.5,Male,1,1
C100189,7,6,15206.14,2534.3566666666666,7756.98,55.4,Female,0,1
C100190,25,10,292884.45999999973,29288.44599999997,39923.71,44.6,Male,1,0
C100191,7,8,18266.66,2283.3325,70003.54,45.5,Male,1,1
C100192,152,2,2333.95,1166.975,37732.31,54.0,Female,0,1
C100193,28,4,5724.450000000001,1431.1125000000002,16440.96,37.6,Male,1,1
C100194,33,3,5914.72,1971.5733333333333,8031.94,20.2,Female,0,1
C100195,20,6,9256.7,1542.7833333333335,52253.94999999999,24.600000000000005,Female,0,1
C100196,104,5,10488.11,2097.6220000000003,24873.57,58.9,Female,0,1
C100197,61,4,3089.4,772.35,12957.49,37.2,Male,1,1
C100198,220,3,129780.8,43260.26666666666,22189.66,69.4,Male,1,0
C100199,7,12,39297.44,3274.786666666667,71799.72,40.9,Male,1,1
C100200,13,16,125204.48,7825.28,99008.06,39.8,Female,0,0
C100201,166,2,822.3,411.15,52253.95,29.1,Female,0,1
C100202,17,7,37538.52,5362.645714285715,57912.5,47.8,Female,0,1
C100203,57,6,8767.61,1461.2683333333334,3361.7,22.399999999999995,Female,0,1
C100204,27,4,8771.17,2192.7925,19428.09,55.4,Unknown,0,1
C100205,222,5,6213.91,1242.782,35559.48,57.2,Female,0,1
C100206,290,1,973.15,973.15,34211.98,27.4,Unknown,0,1
C100207,35,10,36251.2,3625.12,68660.4,50.1,Male,1,1
C100208,147,4,6968.59,1742.1475,16479.19,40.7,Female,0,1
C100209,17,12,41049.56,3420.7966666666666,38752.88,40.7,Female,0,1
C100210,15,17,115869.51,6815.853529411765,112806.44,67.6,Female,0,0
C100211,63,4,14681.65,3670.4125,98676.94,47.9,Unknown,0,1
C100212,77,7,24044.2,3434.8857142857146,119741.09,24.0,Female,0,1
C100213,173,6,15772.08,2628.68,16101.96,35.3,Female,0,1
C100214,3,11,16964.21,1542.200909090909,68205.42,26.1,Female,0,1
C100215,2,12,34510.36,2875.863333333333,51679.23,40.7,Male,1,1
C100216,5,2,1002.44,501.22,51367.71,29.5,Unknown,0,1
C100217,4,9,21283.32,2364.813333333333,18308.71,40.7,Male,1,1
C100218,9,11,51868.67,4715.333636363636,470799.86,44.9,Male,1,0
C100219,78,6,10385.54,1730.9233333333334,20875.12,26.600000000000005,Female,0,1
C100220,232,5,6177.06,1235.412,36055.65,56.5,Female,0,1
C100221,340,2,1136.09,568.045,26363.02,46.8,Female,0,1
C100222,48,9,24407.75,2711.972222222222,77445.15,55.3,Female,0,1
C100223,15,9,18391.25,2043.4722222222224,7196.01,40.7,Female,0,1
C100224,101,3,1736.4,578.8,29503.150000000005,34.4,Male,1,1
C100225,141,11,48247.66,4386.150909090909,181650.06,32.7,Male,1,1
C100227,270,1,1048.09,1048.09,4871.68,61.7,Male,1,1
C100228,263,1,381.61,381.61,31081.44,23.5,Female,0,1
C100229,11,11,26337.93,2394.3572727272726,47420.96,19.9,Female,0,1
C100230,8,6,14338.9,2389.816666666667,17144.19,40.7,Female,0,1
C100231,76,6,8966.09,1494.3483333333334,66484.0,33.5,Female,0,1
C100232,16,7,20425.87,2917.9814285714283,41614.26,39.5,Unknown,0,1
C100233,52,4,5174.25,1293.5625,47693.35,62.3,Male,1,1
C100234,17,12,292882.9299999997,24406.91083333331,59188.47,26.3,Female,0,0
C100235,87,6,7836.24,1306.04,15017.22,42.79999999999999,Female,0,1
C100236,92,5,3050.76,610.152,11778.81,41.4,Male,1,1
C100237,20,15,84070.19,5604.6793333333335,47693.35,40.7,Male,1,1
C100238,2,10,31228.23,3122.823,51367.71,42.7,Unknown,0,1
C100239,63,11,20360.46,1850.950909090909,30783.15,45.7,Male,1,1
C100240,29,16,315280.99999999977,19705.062499999985,58083.3,20.5,Male,1,0
C100241,50,3,6098.29,2032.763333333333,46874.59,52.0,Male,1,1
C100242,5,9,21599.82,2399.98,103866.17,33.1,Male,1,1
C100243,90,7,18402.37,2628.91,16321.79,42.7,Male,1,1
C100244,55,12,98020.34,8168.361666666667,52253.94999999999,40.8,Female,0,1
C100245,141,3,2168.33,722.7766666666666,7617.009999999999,69.3,Male,1,1
C100246,26,18,107007.5,5944.861111111111,459949.04,31.600000000000005,Male,1,0
C100247,43,5,4490.46,898.092,60362.87000000001,38.1,Female,0,1
C100248,28,8,15640.65,1955.08125,89559.95,54.1,Male,1,1
C100249,39,5,5470.34,1094.068,10242.73,44.4,Female,0,1
C100250,1,10,33634.03,3363.403,12840.3,59.7,Female,0,1
C100251,14,7,20806.14,2972.305714285714,19062.18,67.2,Female,0,1
C100252,20,5,2785.9500000000003,557.19,51367.71,22.0,Unknown,0,1
C100253,9,9,47530.36,5281.151111111111,107511.5,46.3,Male,1,1
C100254,13,17,132558.54,7797.561176470589,184790.05,60.1,Female,0,0
C100255,8,9,71619.83,7957.7588888888895,52253.95,65.0,Female,0,1
C100256,250,1,558.78,558.78,13973.65,37.0,Female,0,1
C100257,81,7,11277.27,1611.0385714285717,88380.55999999998,40.7,Unknown,0,1
C100258,29,10,35354.38,3535.438,16944.13,24.1,Male,1,1
C100259,339,1,1503.3,1503.3,22163.71,22.2,Female,0,1
C100260,59,10,21557.26,2155.726,47216.74,42.0,Male,1,1
C100261,9,5,4687.31,937.462,4697.32,63.6,Unknown,0,1
C100262,144,4,2989.81,747.4525,52253.95,40.7,Female,0,1
C100263,139,4,8757.5,2189.375,52253.95,40.7,Female,0,1
C100264,40,15,197666.14,13177.742666666663,47693.35,40.1,Male,1,0
C100266,21,13,70063.98,5389.536923076923,201021.76,63.89999999999999,Female,0,0
C100267,36,10,203055.93,20305.593,100432.83,60.3,Female,0,0
C100268,228,3,2640.69,880.23,24478.2,33.7,Female,0,1
C100270,12,4,14008.89,3502.2225,40183.8,40.7,Male,1,1
C100271,37,4,3644.96,911.24,8306.59,46.6,Male,1,1
C100272,28,4,3141.77,785.4425,10046.68,40.7,Female,0,1
C100274,13,17,66155.70999999999,3891.512352941176,47693.35,50.9,Male,1,1
C100275,8,11,77536.56,7048.778181818182,175954.66,59.2,Female,0,0
C100276,26,8,20229.71,2528.71375,56892.89,23.9,Unknown,0,1
C100277,67,5,10231.45,2046.29,63815.79,45.9,Female,0,1
C100278,21,13,39467.12,3035.932307692308,113740.31,35.1,Male,1,1
C100279,22,7,18043.62,2577.66,45765.21,66.9,Male,1,1
C100280,5,15,332551.64999999973,22170.109999999982,61078.77,28.1,Male,1,0
C100281,13,5,5719.88,1143.976,2716.26,22.7,Male,1,1
C100282,114,3,1629.48,543.16,10270.51,25.7,Female,0,1
C100283,32,12,37124.84,3093.736666666667,54219.80000000001,46.70000000000001,Male,1,1
C100284,3,9,94568.96,10507.662222222223,21229.49,37.2,Male,1,1
C100285,31,11,27132.120000000003,2466.556363636364,63464.25,32.9,Female,0,1
C100286,232,5,4619.04,923.808,28080.8,43.1,Female,0,1
C100287,57,3,2580.65,860.2166666666667,2589.86,40.7,Female,0,1
C100288,21,7,10519.39,1502.77,35907.23,31.8,Unknown,0,1
C100289,93,5,3332.7699999999995,666.5539999999999,26392.120000000003,20.3,Male,1,1
C100290,149,3,2056.14,685.38,21647.56,32.8,Unknown,0,1
C100291,10,17,188955.89,11115.052352941177,52253.95,48.9,Female,0,0
C100292,11,8,7603.97,950.49625,9547.79,40.7,Female,0,1
C100293,19,10,4551.76,455.176,10023.2,35.1,Male,1,1
C100294,20,10,10735.96,1073.596,52253.95,47.2,Female,0,1
C100295,121,6,4113.59,685.5983333333334,25848.99,40.7,Male,1,1
C100296,39,3,2645.84,881.9466666666667,47693.35,52.5,Male,1,1
C100297,42,5,3824.49,764.8979999999999,7611.24,40.7,Female,0,1
C100298,115,3,2829.69,943.23,12653.299999999996,40.7,Male,1,1
C100299,2,7,15120.52,2160.074285714286,47693.35,21.0,Male,1,1
C100300,1,13,30900.85,2376.9884615384613,47693.34999999999,34.0,Male,1,1
C100301,43,7,20230.13,2890.018571428572,30265.49,33.5,Female,0,1
C100302,32,8,18529.89,2316.23625,45783.91,49.6,Female,0,1
C100303,82,5,3515.74,703.1479999999999,16218.38,51.2,Male,1,1
C100304,52,3,3331.6400000000003,1110.5466666666669,16445.74,22.600000000000005,Female,0,1
C100305,47,5,4211.61,842.3219999999999,6386.69,29.1,Male,1,1
C100306,29,8,13805.28,1725.66,63186.77,57.2,Male,1,1
C100307,118,3,2523.9300000000003,841.3100000000001,43413.56,19.7,Male,1,1
C100308,160,4,4727.37,1181.8425,11206.16,30.8,Male,1,1
C100309,7,5,10426.59,2085.318,40590.8,54.2,Female,0,1
C100310,53,11,65022.95,5911.177272727273,323760.11,39.9,Male,1,0
C100311,71,11,28877.19,2625.199090909091,63960.0,51.5,Female,0,1
C100312,228,5,3797.81,759.562,52253.95,53.3,Female,0,1
C100313,321,1,1592.4,1592.4,7441.04,64.1,Female,0,1
C100314,21,4,9120.21,2280.0525,47693.35,20.5,Male,1,1
C100315,38,4,1739.63,434.9075,10487.31,23.4,Unknown,0,1
C100316,7,6,15776.2,2629.366666666667,11959.24,30.3,Male,1,1
C100317,6,8,15466.18,1933.2725,27760.8,41.3,Unknown,0,1
C100318,28,14,89784.4,6413.171428571428,171947.48,48.2,Unknown,0,0
C100319,45,8,30056.72,3757.09,418468.01,68.5,Female,0,0
C100320,202,5,2800.48,560.096,23034.86,44.3,Male,1,1
C100321,25,7,18326.71,2618.1014285714286,66868.65,40.7,Male,1,1
C100322,34,9,25643.05,2849.2277777777776,12582.93,67.2,Female,0,1
C100323,206,1,739.35,739.35,44187.46,23.1,Female,0,1
C100324,75,5,5590.639999999999,1118.128,8250.81,40.7,Male,1,1
C100325,37,9,6138.44,682.0488888888889,47693.35,40.6,Male,1,1
C100326,301,2,1013.85,506.925,23182.39,40.7,Male,1,1
C100327,44,6,4289.97,714.995,51367.71,65.0,Unknown,0,1
C100328,31,17,97747.14,5749.831764705882,138849.89,30.8,Female,0,0
C100329,15,8,22658.38,2832.2975,37113.65,65.6,Male,1,1
C100330,61,8,7172.99,896.62375,8776.03,28.5,Male,1,1
C100331,15,18,112734.08,6263.004444444445,139917.52,40.2,Male,1,0
C100332,260,2,3413.56,1706.78,1075.32,31.8,Female,0,1
C100333,12,14,288374.46,20598.17571428572,52253.95,38.3,Female,0,0
C100334,23,9,27782.79,3086.976666666667,92365.78,32.2,Unknown,0,1
C100335,275,3,6665.73,2221.91,47693.35,40.7,Male,1,1
C100336,70,5,24701.22,4940.244000000001,75339.25,27.3,Male,1,1
C100337,73,4,15562.55,3890.6375,120535.8,37.3,Female,0,1
C100338,37,9,23269.51,2585.501111111111,34108.53,47.3,Male,1,1
C100339,68,16,95733.56,5983.3475,62182.35,58.2,Male,1,0
C100340,120,5,6546.4,1309.28,11896.1,49.6,Male,1,1
C100341,77,5,4309.61,861.9219999999999,1305.73,33.5,Male,1,1
C100342,66,7,20321.52,2903.074285714286,9262.22,55.1,Male,1,1
C100343,4,11,26875.39,2443.2172727272728,60102.72,32.4,Female,0,1
C100344,15,9,4779.91,531.1011111111111,4994.06,61.20000000000001,Unknown,0,1
C100345,41,14,25653.28,1832.3771428571429,12276.92,41.2,Female,0,1
C100346,50,17,110460.34,6497.667058823529,134207.78,30.9,Male,1,0
C100347,24,10,236566.99000000005,23656.699000000004,37311.99,60.7,Male,1,0
C100348,36,2,1245.9299999999998,622.9649999999999,3185.17,40.7,Male,1,1
C100349,8,19,141365.96,7440.313684210526,397135.49,40.7,Female,0,0
C100350,48,17,93537.85,5502.226470588234,47693.35,40.2,Male,1,0
C100351,18,2,1342.76,671.38,52253.95,66.4,Female,0,1
C100352,3,15,81401.19,5426.746,52253.95,26.4,Female,0,0
C100353,147,6,13891.15,2315.1916666666666,47693.35,22.600000000000005,Male,1,1
C100354,17,6,7189.54,1198.256666666667,47693.35,59.29999999999999,Male,1,1
C100355,62,5,20709.56,4141.912,47693.35,46.9,Male,1,1
C100356,4,4,11491.46,2872.865,62027.26,40.7,Male,1,1
C100357,36,6,9117.08,1519.513333333333,76877.42,47.5,Female,0,1
C100358,279,2,2621.54,1310.77,25096.75,40.7,Unknown,0,1
C100360,85,3,20236.53,6745.509999999999,46783.670000000006,44.70000000000001,Female,0,1
C100361,303,1,388.09,388.09,39185.42,40.7,Male,1,1
C100362,291,2,1154.59,577.295,10708.63,64.0,Female,0,1
C100363,2,6,15551.87,2591.978333333333,6950.009999999999,28.600000000000005,Male,1,1
C100364,342,2,2752.79,1376.395,32532.99,22.7,Unknown,0,1
C100366,9,3,1461.45,487.15,9704.44,36.6,Female,0,1
C100368,12,19,119102.8,6268.568421052632,144315.15,32.7,Female,0,0
C100369,213,3,2059.9,686.6333333333333,26549.63,42.70000000000001,Male,1,1
C100370,41,4,2077.98,519.495,25951.83,22.6,Female,0,1
C100371,38,5,4024.190000000001,804.8380000000001,10182.0,63.5,Male,1,1
C100372,54,11,25846.35,2349.668181818182,59995.95999999999,40.5,Female,0,1
C100373,299,2,1214.68,607.34,1842.75,52.8,Male,1,1
C100374,94,7,14333.36,2047.622857142857,55312.12,27.1,Female,0,1
C100375,16,13,68509.47,5269.959230769231,267588.1,24.6,Male,1,0
C100376,35,7,20524.45,2932.0642857142857,51367.71,51.1,Unknown,0,1
C100377,10,12,74043.26,6170.2716666666665,31307.17,59.0,Male,1,1
C100378,11,11,54236.77,4930.615454545455,47693.35,20.6,Male,1,1
C100379,24,6,18395.72,3065.9533333333334,71283.08,41.2,Male,1,1
C100380,82,14,36321.78,2594.412857142857,52253.95,40.7,Female,0,1
C100381,16,9,26387.42,2931.9355555555558,34569.41,24.0,Female,0,1
C100382,202,1,71.08,71.08,9381.97,50.6,Female,0,1
C100383,100,5,20805.09,4161.018,38999.36,34.2,Male,1,1
C100384,22,9,284512.09,31612.454444444447,102416.63,26.0,Female,0,0
C100385,11,18,104410.74,5800.596666666667,31830.7,37.8,Female,0,0
C100386,33,7,4738.59,676.9414285714286,12445.0,40.7,Unknown,0,1
C100387,28,20,445384.6499999997,22269.232499999987,20501.21,47.4,Male,1,0
C100388,97,1,1849.63,1849.63,12241.45,59.9,Unknown,0,1
C100389,6,15,80929.2,5395.28,52253.95,49.0,Female,0,0
C100390,70,7,8446.5,1206.642857142857,5005.43,40.7,Female,0,1
C100391,16,8,25645.96,3205.745,18082.92,51.1,Female,0,1
